"scalePar","feat","brandhiland","brandweight","brandyoplait","sd_feat","sd_brandhiland","sd_brandweight","sd_brandyoplait","logLike"
0.378962145589542,1.7474601626338,-13.7097446644278,-9.38350849642018,4.25191412319328,-0.931133160836293,-4.84211069301993,10.850388624994,7.81373964466263,-994.745841079226
0.378962145589542,1.7474601626338,-13.7097446644278,-9.38350849642018,4.25191412319328,-0.931133160836293,-4.84211069301993,10.850388624994,7.81373964466263,-994.745841079226
0.14169858841455,1.75010798691126,-13.7061238309086,-9.38595360772567,4.25044953007183,-0.932128342027518,-4.84804736152703,10.8467356005014,7.81592540614128,-954.690394558349
0.186220802662186,3.00357994150971,-12.4153654839448,-10.3212388934808,2.65108618470019,-1.2835704999453,-7.41056040772547,10.2282596238403,10.3131724382872,-870.244955371729
0.154291841466816,7.2434215218161,-11.4687386141051,-10.0955071302699,-0.294679567651131,-1.77679017322388,-10.3384049302493,16.6032197673405,12.0516006028223,-839.964299979663
0.158592150737343,7.7976887840989,-11.333397896485,-10.0201819039018,-0.620321773767542,-1.98264712537633,-10.7843931516934,17.306177515642,11.9145795712559,-833.392365640262
0.16982920125298,8.49554219093173,-11.3048256539644,-10.3593701637669,-0.424423127622736,-2.41247473924198,-11.2024560179194,17.5831535896597,12.1077810913725,-828.222426575959
0.168022273360053,11.5815890558438,-11.6784113759254,-11.2584729756662,-2.19067757968139,-6.12173827598023,-13.1987023621982,20.6509395147227,14.9391562902416,-816.287503981795
0.157788703946397,12.0343080255263,-12.9427874383699,-12.0444182533643,-2.17978098056373,-6.172409961045,-13.9194164136757,21.4258279132976,16.4158780334005,-809.935505546386
0.123830554202709,13.8348331591787,-17.9020862812387,-15.7897262948763,-3.36931744963143,-6.68709292198847,-18.456620300437,25.7656646032237,22.8831246322639,-796.229927823222
0.110052602059645,14.9126153353488,-20.3904448265008,-17.7208313637611,-4.0054266289849,-7.04421422680063,-21.7266405250245,28.8100470203117,26.4594868932161,-791.593898280517
0.0953522853490297,17.0305373431134,-24.876209440676,-21.4156165116677,-4.96434577438356,-7.77165274710253,-28.9346113031025,34.9698215133462,33.124239896618,-784.963254229971
0.0696948709693397,19.3172247312268,-30.5906569195316,-25.337138841661,-5.77338211638649,-8.66576916861914,-37.1167783534119,42.3898309984548,40.8250791551344,-783.675624027662
0.0758768520819378,20.2236789170799,-32.8907828036199,-27.1971817996435,-5.80918576498216,-8.9527708448546,-41.9706095724798,45.8895909975737,43.9116344613427,-778.846541099125
0.0664355758397009,21.9734885921753,-37.5203254320546,-30.3475676386007,-6.07470510365694,-9.6602030402527,-49.2118670803038,51.9348020817481,49.7370242509523,-776.724967731754
0.0619000720728663,22.9275425628433,-40.0831306183972,-32.0522567818041,-6.16938892321546,-10.0636198768716,-53.1517496649527,55.2097017677891,52.8505489164564,-775.833194336143
0.0452131904089603,27.2814293229064,-52.2291142686088,-39.9128615810905,-6.30210990912253,-11.9660227491726,-71.739794726308,70.4906614324858,67.047055246707,-774.321318657531
0.0503264504774623,27.0336065195053,-52.4324094723028,-39.697921591255,-5.86130752010327,-11.9199921408618,-72.0104344837738,70.4964158483759,66.5825307161358,-772.307604234352
0.0458564534278544,29.1938982158516,-59.356451791631,-43.7830326659799,-5.43803736960619,-12.9661614317784,-82.294491796948,78.7781537077021,73.8140139615521,-770.883734067402
0.0423600240710102,30.791380393577,-64.4281673321821,-46.7842987720676,-5.12699283478961,-13.7483237891637,-89.7604480280186,84.8057519174904,79.0990194198908,-770.022889398938
0.0393492951273468,32.4078980649033,-69.6791489670956,-49.8370903505034,-4.73162624211905,-14.5623845016973,-97.4036185224769,90.9597742995985,84.4316946294838,-769.257912277078
0.0396745447510188,32.4078982638461,-69.6791497771497,-49.8370906142119,-4.73162539069735,-14.5623846865458,-97.4036182441053,90.9597742342371,84.4316945065095,-769.227028061838
0.0401768261601121,32.4771026503447,-69.9883483871825,-49.9609925381053,-4.34986108983798,-14.633254233704,-97.2944156384921,90.8779592240613,84.386341482667,-768.94070690858
0.0427750627281985,33.0948299034302,-72.9232821704139,-51.0405252062016,-0.765853303734279,-15.3607113639321,-96.2860341014914,90.2770848271016,83.8244231659371,-767.62828742131
0.0420920253484885,33.0792060923563,-73.0365162539493,-50.9843870794673,-0.734273668310174,-15.4598715953613,-96.2858080233942,90.4698020042985,83.6501825595141,-767.448554909369
0.0407246875170192,33.165510542385,-74.2216144710157,-51.0199724622623,0.280127123806987,-16.0536856749353,-96.0562761093668,91.1425737477782,82.7812033134703,-767.12159489225
0.0405431043290489,33.1809560136843,-74.6877305932608,-50.9859041203271,0.586338648225275,-16.3387434627248,-96.0206258596878,91.5735702614082,82.3227891026839,-767.008493875745
0.0406776485047117,33.2039444575071,-75.3239295992418,-50.9828390866765,0.934987239495183,-16.7626233705293,-96.0502003301895,92.2353086961408,81.6324344766295,-766.906305614811
0.0407394082189869,33.213583934258,-75.3732105502801,-51.0506792084472,0.904438614604299,-16.8211757147612,-96.1293718127593,92.3231234845334,81.5391923734539,-766.893100940307
0.0409094042553868,33.2870380763682,-75.5756496096483,-51.5052387665712,0.751846358438851,-17.0576731579459,-96.5553481147995,92.6005740994708,81.1921602077854,-766.841864846914
0.0410248367542679,33.4434129429158,-75.9440754520253,-52.4018814914293,0.548251771778745,-17.4280440738838,-97.3032524423567,92.9430803740067,80.6838422527274,-766.769554674803
0.0409953999545075,33.7249102422623,-76.5787534451458,-53.9491690807625,0.301203889057337,-17.9745589895324,-98.5130462339942,93.3607549686492,79.9698099049424,-766.674094083526
0.0407682101855577,33.934140094422,-77.0510243589633,-55.0486570785412,0.201185437774674,-18.2793306379764,-99.3287591065614,93.548440392564,79.5973803456461,-766.618607927294
0.040541955158351,34.0009338256646,-77.2235520741728,-55.3637269300525,0.210052395494991,-18.2887528224115,-99.5597300821136,93.5560365639346,79.6029308817558,-766.599340814734
0.0404179585800803,34.0132848797609,-77.2998867295839,-55.3923227263435,0.228120191126582,-18.2128964763476,-99.6096269864126,93.5600947557609,79.703770857452,-766.590451916695
0.0402075325302748,34.042179506883,-77.5314044904945,-55.4562956498452,0.246759893241235,-18.0311826368091,-99.7795809539272,93.6549418557228,79.9311332400471,-766.571495845172
0.039826242698987,34.1314050390044,-78.1921940873451,-55.7215284121087,0.238951019089821,-17.6576886729879,-100.344406590418,94.0313643313826,80.3850689896671,-766.530169025046
0.039177948517902,34.355788500306,-79.7488541816124,-56.4737996537345,0.146803784750829,-16.9762328049363,-101.78874662408,95.0405575838199,81.2121272342953,-766.449534814718
0.038370028022322,34.7488957841826,-82.3411514989638,-57.8700947494216,-0.0847454173606236,-16.081842793463,-104.332065337832,96.8576829766474,82.3377036561254,-766.334509324118
0.0377250636016249,35.2008071846827,-85.1605417411352,-59.5244005431476,-0.407522110895465,-15.386341084596,-107.248963121284,98.97873456093,83.3345065949102,-766.228279966476
0.0379142242178217,35.2008072152986,-85.1605417167164,-59.5244004070496,-0.407522194846949,-15.3863413512077,-107.248963194131,98.9787347646019,83.3345066736256,-766.21812437366
0.0380454792521546,35.2069537060219,-85.1424637591522,-59.4824488807701,-0.420724099142353,-15.4905968245612,-107.280265786233,99.0287726907638,83.3671248468385,-766.198317472922
0.0382435849962457,35.2470117767017,-85.0459018935423,-59.2668755140817,-0.475652449050237,-16.0652134994189,-107.455264471864,99.2833135265972,83.5660626828389,-766.133681807893
0.0381737978254149,35.3123869131565,-84.9272570543174,-59.0169620161391,-0.511198918683207,-16.8127960850532,-107.688745549753,99.5740390884884,83.864785961206,-766.075342603929
0.037866980612804,35.42197649978,-84.7877311680692,-58.7450469114035,-0.493724731162079,-17.7805686341498,-108.003150216398,99.8845390994956,84.3247102339111,-766.014651270393
0.0375710056395536,35.5401143666388,-84.7024246519445,-58.6046300646802,-0.395504694261252,-18.5145969854472,-108.261638734308,100.039711171088,84.7751651938449,-765.972375570512
